Country,Month,Total Passengers
Germany,04/01/1998,562543
United Kingdom,04/01/1998,1243130
Venezuela,04/01/1998,120319
Turkey,04/01/1998,22103
Ecuador,04/01/1998,44067
Brazil,04/01/1998,196324
Russia,04/01/1998,28388
Atlantic Ocean,04/01/1998,72851
El Salvador,04/01/1998,56968
Argentina,04/01/1998,77843
Aruba,04/01/1998,45306
Japan,04/01/1998,1051878
Panama,04/01/1998,47656
Haiti,04/01/1998,47494
Netherlands,04/01/1998,327561
South Korea,04/01/1998,169395
United Arab Emirates,04/01/1998,1079
Switzerland,04/01/1998,149703
Cayman Islands,04/01/1998,71154
Trinidad and Tobago,04/01/1998,24019
Antilles,04/01/1998,62028
Philippines,04/01/1998,55326
Hong Kong,04/01/1998,103216
Taiwan,04/01/1998,156583
Belgium,04/01/1998,93744
Honduras,04/01/1998,30151
Spain,04/01/1998,125605
Denmark,04/01/1998,28459
Jamaica,04/01/1998,180526
Colombia,04/01/1998,83030
Israel,04/01/1998,67590
Costa Rica,04/01/1998,77461
Chile,04/01/1998,29071
Mexico,04/01/1998,1016721
Australia,04/01/1998,87821
Canada,04/01/1998,1291828
Peru,04/01/1998,53963
New Zealand,04/01/1998,61799
Iceland,04/01/1998,34912
Italy,04/01/1998,167645
Guatemala,04/01/1998,72524
Israel,03/01/1998,58171
Australia,03/01/1998,91437
Spain,03/01/1998,120182
Ireland,03/01/1998,75759
Trinidad and Tobago,03/01/1998,23689
Belgium,03/01/1998,86742
Netherlands,03/01/1998,328710
Hong Kong,03/01/1998,92087
Iceland,03/01/1998,31429
Cayman Islands,03/01/1998,70910
Brazil,03/01/1998,200239
Venezuela,03/01/1998,108792
Turkey,03/01/1998,21159
Chile,03/01/1998,37504
China,03/01/1998,31907
Jamaica,03/01/1998,156779
New Zealand,03/01/1998,73156
France,03/01/1998,395233
Italy,03/01/1998,168058
Canada,03/01/1998,1423617
Bahamas,03/01/1998,170369
Taiwan,03/01/1998,125444
United Kingdom,03/01/1998,1233110
Japan,03/01/1998,1232576
Switzerland,03/01/1998,133192
Philippines,03/01/1998,46236
Argentina,03/01/1998,84905
Panama,03/01/1998,48431
Guatemala,03/01/1998,65434
Antilles,03/01/1998,64702
Atlantic Ocean,03/01/1998,49419
Costa Rica,03/01/1998,79441
Germany,03/01/1998,530615
El Salvador,03/01/1998,40590
Colombia,03/01/1998,83426
South Korea,03/01/1998,169197
Haiti,03/01/1998,43284
Ecuador,03/01/1998,48894
Aruba,03/01/1998,52281
Peru,03/01/1998,62031
Dominican Republic,03/01/1998,185711
Denmark,03/01/1998,33397
Mexico,03/01/1998,1002947
Russia,03/01/1998,26702
Honduras,03/01/1998,30065
Belgium,02/01/1998,61911
Hong Kong,02/01/1998,90646
Spain,02/01/1998,81031
Trinidad and Tobago,02/01/1998,24759
Russia,02/01/1998,22131
Israel,02/01/1998,46831
Peru,02/01/1998,62065
Chile,02/01/1998,45637
Argentina,02/01/1998,92887
Germany,02/01/1998,384451
Aruba,02/01/1998,50402
Haiti,02/01/1998,34384
Honduras,02/01/1998,26869
Turkey,02/01/1998,13731
Ecuador,02/01/1998,42112
Philippines,02/01/1998,38444
South Korea,02/01/1998,151032
Mexico,02/01/1998,907296
Antilles,02/01/1998,62962
France,02/01/1998,281637
Switzerland,02/01/1998,103444
Cayman Islands,02/01/1998,60927
Costa Rica,02/01/1998,81465
Iceland,02/01/1998,19966
Italy,02/01/1998,114526
El Salvador,02/01/1998,28988
Jamaica,02/01/1998,142038
United Kingdom,02/01/1998,882065
Taiwan,02/01/1998,141401
Colombia,02/01/1998,73068
Panama,02/01/1998,47248
Ireland,02/01/1998,53938
Bahamas,02/01/1998,141257
Atlantic Ocean,02/01/1998,35605
China,02/01/1998,23146
Guatemala,02/01/1998,59896
Dominican Republic,02/01/1998,174041
Venezuela,02/01/1998,99425
New Zealand,02/01/1998,66314
Netherlands,02/01/1998,252649
Japan,02/01/1998,1108134
Brazil,02/01/1998,205264
Australia,02/01/1998,80886
Denmark,02/01/1998,29383
Canada,02/01/1998,1279709
China,01/01/1998,28970
Philippines,01/01/1998,52442
Australia,01/01/1998,105932
France,01/01/1998,300408
Turkey,01/01/1998,17731
Israel,01/01/1998,56379
Canada,01/01/1998,1290996
Aruba,01/01/1998,52411
Peru,01/01/1998,71514
Chile,01/01/1998,52170
Hong Kong,01/01/1998,116825
New Zealand,01/01/1998,76991
Taiwan,01/01/1998,193192
United Kingdom,01/01/1998,972118
El Salvador,01/01/1998,47643
Atlantic Ocean,01/01/1998,35719
Netherlands,01/01/1998,279292
Cayman Islands,01/01/1998,60730
Switzerland,01/01/1998,113919
Ireland,01/01/1998,59600
Italy,01/01/1998,129005
Trinidad and Tobago,01/01/1998,24190
Venezuela,01/01/1998,136381
South Korea,01/01/1998,219588
Ecuador,01/01/1998,46248
Honduras,01/01/1998,34667
Guatemala,01/01/1998,71680
Colombia,01/01/1998,115646
Belgium,01/01/1998,73921
Panama,01/01/1998,50653
Germany,01/01/1998,441515
Brazil,01/01/1998,281624
Argentina,01/01/1998,97787
Bahamas,01/01/1998,134906
Denmark,01/01/1998,33347
Spain,01/01/1998,92987
Japan,01/01/1998,1169467
Jamaica,01/01/1998,168646
Russia,01/01/1998,30129
Antilles,01/01/1998,69559
Iceland,01/01/1998,20037
Mexico,01/01/1998,1023410
Costa Rica,01/01/1998,78023
Haiti,01/01/1998,41409
Dominican Republic,01/01/1998,216190
Denmark,12/01/1997,32712
Switzerland,12/01/1997,115458
Trinidad and Tobago,12/01/1997,27625
Panama,12/01/1997,46905
El Salvador,12/01/1997,50120
Taiwan,12/01/1997,169402
Aruba,12/01/1997,48300
China,12/01/1997,31397
Brazil,12/01/1997,237885
South Korea,12/01/1997,233536
Honduras,12/01/1997,32925
Netherlands,12/01/1997,258723
Cayman Islands,12/01/1997,58506
Haiti,12/01/1997,41056
Dominican Republic,12/01/1997,201760
France,12/01/1997,310658
Peru,12/01/1997,65238
Spain,12/01/1997,93703
Germany,12/01/1997,453023
Israel,12/01/1997,56242
Jamaica,12/01/1997,169788
Venezuela,12/01/1997,147744
United Kingdom,12/01/1997,1004756
Turkey,12/01/1997,17469
Canada,12/01/1997,1261366
Belgium,12/01/1997,76611
Antilles,12/01/1997,59639
Russia,12/01/1997,29564
Bahamas,12/01/1997,100663
Atlantic Ocean,12/01/1997,43756
Chile,12/01/1997,40263
New Zealand,12/01/1997,72680
Australia,12/01/1997,96413
Ireland,12/01/1997,62185
Mexico,12/01/1997,1002420
Argentina,12/01/1997,81073
Costa Rica,12/01/1997,77852
Philippines,12/01/1997,49813
Guatemala,12/01/1997,74937
Ecuador,12/01/1997,43970
Colombia,12/01/1997,121745
Italy,12/01/1997,125401
Japan,12/01/1997,1150100
Hong Kong,12/01/1997,110004
Iceland,12/01/1997,25141
Iceland,11/01/1997,26556
Netherlands,11/01/1997,259778
Aruba,11/01/1997,56478
Israel,11/01/1997,54025
Bahamas,11/01/1997,91858
Atlantic Ocean,11/01/1997,63245
Germany,11/01/1997,463460
Switzerland,11/01/1997,115495
Trinidad and Tobago,11/01/1997,17354
Belgium,11/01/1997,75486
El Salvador,11/01/1997,39371
Ireland,11/01/1997,64737
Taiwan,11/01/1997,151437
Turkey,11/01/1997,18179
Panama,11/01/1997,36499
Brazil,11/01/1997,202175
Peru,11/01/1997,54344
United Kingdom,11/01/1997,1045927
Italy,11/01/1997,142257
Chile,11/01/1997,35386
Jamaica,11/01/1997,152843
Cayman Islands,11/01/1997,54330
Philippines,11/01/1997,40357
Japan,11/01/1997,1182519
South Korea,11/01/1997,222985
Haiti,11/01/1997,32507
Honduras,11/01/1997,25642
Mexico,11/01/1997,902935
Dominican Republic,11/01/1997,157407
Argentina,11/01/1997,73753
Canada,11/01/1997,1175027
Guatemala,11/01/1997,75813
Antilles,11/01/1997,54842
China,11/01/1997,31398
Ecuador,11/01/1997,34350
France,11/01/1997,319765
Spain,11/01/1997,96144
Costa Rica,11/01/1997,51683
Venezuela,11/01/1997,127073
New Zealand,11/01/1997,63454
Russia,11/01/1997,28350
Colombia,11/01/1997,80578
Hong Kong,11/01/1997,100578
Denmark,11/01/1997,38064
Australia,11/01/1997,86821
Russia,10/01/1997,27748
Haiti,10/01/1997,36993
Hong Kong,10/01/1997,104438
Colombia,10/01/1997,76426
Denmark,10/01/1997,45461
Italy,10/01/1997,194450
Philippines,10/01/1997,40107
Ireland,10/01/1997,81973
Dominican Republic,10/01/1997,150032
Antilles,10/01/1997,44276
Belgium,10/01/1997,94802
Bahamas,10/01/1997,79912
France,10/01/1997,405861
Atlantic Ocean,10/01/1997,78552
Aruba,10/01/1997,54258
Spain,10/01/1997,122510
Canada,10/01/1997,1244829
Mexico,10/01/1997,816946
Argentina,10/01/1997,76743
Taiwan,10/01/1997,153147
Ecuador,10/01/1997,36975
Chile,10/01/1997,34489
Switzerland,10/01/1997,145669
South Korea,10/01/1997,232917
Netherlands,10/01/1997,324864
Venezuela,10/01/1997,119807
Israel,10/01/1997,62005
Panama,10/01/1997,39937
El Salvador,10/01/1997,27128
Germany,10/01/1997,597092
Trinidad and Tobago,10/01/1997,16526
Costa Rica,10/01/1997,44458
Iceland,10/01/1997,33167
China,10/01/1997,33263
United Kingdom,10/01/1997,1272524
Japan,10/01/1997,1190334
Cayman Islands,10/01/1997,43654
Turkey,10/01/1997,25553
New Zealand,10/01/1997,62174
Australia,10/01/1997,97018
Peru,10/01/1997,56649
Brazil,10/01/1997,226279
Honduras,10/01/1997,22763
Guatemala,10/01/1997,63083
Jamaica,10/01/1997,143759
Brazil,09/01/1997,208206
Guatemala,09/01/1997,57678
Spain,09/01/1997,130679
Netherlands,09/01/1997,336676
Panama,09/01/1997,42069
Taiwan,09/01/1997,163097
Switzerland,09/01/1997,149438
Bahamas,09/01/1997,72343
Trinidad and Tobago,09/01/1997,18073
Honduras,09/01/1997,23446
Chile,09/01/1997,38533
Cayman Islands,09/01/1997,34223
Dominican Republic,09/01/1997,170185
Peru,09/01/1997,55570
China,09/01/1997,32436
Australia,09/01/1997,96690
Antilles,09/01/1997,30300
Denmark,09/01/1997,47312
France,09/01/1997,428803
Belgium,09/01/1997,102931
Italy,09/01/1997,209657
South Korea,09/01/1997,236945
El Salvador,09/01/1997,30246
Jamaica,09/01/1997,137050
Venezuela,09/01/1997,151981
Ecuador,09/01/1997,46897
Atlantic Ocean,09/01/1997,71329
Russia,09/01/1997,31617
Canada,09/01/1997,1268728
Colombia,09/01/1997,78044
Haiti,09/01/1997,50707
Costa Rica,09/01/1997,41234
Turkey,09/01/1997,27530
Japan,09/01/1997,1388548
Ireland,09/01/1997,108864
Germany,09/01/1997,643140
United Kingdom,09/01/1997,1345612
Argentina,09/01/1997,78025
Mexico,09/01/1997,754802
Hong Kong,09/01/1997,99571
New Zealand,09/01/1997,63617
Israel,09/01/1997,65816
Philippines,09/01/1997,39113
Aruba,09/01/1997,40894
Iceland,09/01/1997,30084
Australia,08/01/1997,91792
Brazil,08/01/1997,229862
Iceland,08/01/1997,32153
Honduras,08/01/1997,40514
Haiti,08/01/1997,70893
Israel,08/01/1997,102367
Peru,08/01/1997,76935
Spain,08/01/1997,154373
Costa Rica,08/01/1997,57762
Turkey,08/01/1997,31838
New Zealand,08/01/1997,53883
El Salvador,08/01/1997,45604
Canada,08/01/1997,1518732
Italy,08/01/1997,234586
Ecuador,08/01/1997,58366
Aruba,08/01/1997,55646
Dominican Republic,08/01/1997,250691
Chile,08/01/1997,33684
Denmark,08/01/1997,52021
Hong Kong,08/01/1997,129071
Philippines,08/01/1997,50972
Cayman Islands,08/01/1997,57268
Atlantic Ocean,08/01/1997,94690
Switzerland,08/01/1997,162321
Belgium,08/01/1997,113482
Ireland,08/01/1997,129529
Jamaica,08/01/1997,237135
United Kingdom,08/01/1997,1437968
Bahamas,08/01/1997,100594
Trinidad and Tobago,08/01/1997,33984
Russia,08/01/1997,42773
South Korea,08/01/1997,362699
Japan,08/01/1997,1450660
China,08/01/1997,38902
Mexico,08/01/1997,1048895
Taiwan,08/01/1997,216704
France,08/01/1997,448431
Guatemala,08/01/1997,75720
Colombia,08/01/1997,113294
Venezuela,08/01/1997,148491
Antilles,08/01/1997,49562
Germany,08/01/1997,676336
Argentina,08/01/1997,75716
Panama,08/01/1997,51307
Netherlands,08/01/1997,362808
Japan,07/01/1997,1302654
Brazil,07/01/1997,276524
Canada,07/01/1997,1399282
Australia,07/01/1997,99140
United Kingdom,07/01/1997,1383128
Peru,07/01/1997,72936
Taiwan,07/01/1997,210006
Italy,07/01/1997,221896
Argentina,07/01/1997,81633
Germany,07/01/1997,650574
Mexico,07/01/1997,996578
Atlantic Ocean,07/01/1997,85627
Haiti,07/01/1997,68481
Costa Rica,07/01/1997,64151
South Korea,07/01/1997,319026
Antilles,07/01/1997,53255
Guatemala,07/01/1997,75727
Iceland,07/01/1997,34072
Spain,07/01/1997,151333
Ecuador,07/01/1997,48129
Bahamas,07/01/1997,99920
Honduras,07/01/1997,39339
Netherlands,07/01/1997,364824
Dominican Republic,07/01/1997,245708
Cayman Islands,07/01/1997,51351
China,07/01/1997,32510
Russia,07/01/1997,39560
Panama,07/01/1997,49476
Jamaica,07/01/1997,212643
Aruba,07/01/1997,55407
Trinidad and Tobago,07/01/1997,30114
Chile,07/01/1997,35676
France,07/01/1997,435893
Denmark,07/01/1997,53889
Belgium,07/01/1997,112930
El Salvador,07/01/1997,47862
Philippines,07/01/1997,51973
Ireland,07/01/1997,129438
Switzerland,07/01/1997,151356
Israel,07/01/1997,97150
Venezuela,07/01/1997,120291
Colombia,07/01/1997,124702
New Zealand,07/01/1997,56150
Turkey,07/01/1997,28735
Hong Kong,07/01/1997,110592
Germany,06/01/1997,621359
Trinidad and Tobago,06/01/1997,18072
Panama,06/01/1997,42644
Peru,06/01/1997,57249
China,06/01/1997,32910
Dominican Republic,06/01/1997,188770
Atlantic Ocean,06/01/1997,82990
Italy,06/01/1997,233589
Turkey,06/01/1997,27678
Bahamas,06/01/1997,104167
Ecuador,06/01/1997,41280
Ireland,06/01/1997,115983
Argentina,06/01/1997,65966
Denmark,06/01/1997,49881
New Zealand,06/01/1997,59607
Taiwan,06/01/1997,195905
El Salvador,06/01/1997,33784
Cayman Islands,06/01/1997,48824
Haiti,06/01/1997,43688
Netherlands,06/01/1997,345283
Iceland,06/01/1997,29088
Honduras,06/01/1997,31214
Switzerland,06/01/1997,145356
Jamaica,06/01/1997,172794
Japan,06/01/1997,1252057
Colombia,06/01/1997,107506
Israel,06/01/1997,72729
Belgium,06/01/1997,108301
Hong Kong,06/01/1997,104614
Philippines,06/01/1997,53698
Aruba,06/01/1997,46511
Antilles,06/01/1997,43733
Guatemala,06/01/1997,70324
Russia,06/01/1997,38848
Venezuela,06/01/1997,103767
Costa Rica,06/01/1997,48752
Chile,06/01/1997,28702
United Kingdom,06/01/1997,1380917
Spain,06/01/1997,123766
Australia,06/01/1997,95552
France,06/01/1997,415229
South Korea,06/01/1997,302076
Brazil,06/01/1997,206646
Mexico,06/01/1997,867918
Canada,06/01/1997,1254191
Iceland,05/01/1997,31410
France,05/01/1997,392004
Trinidad and Tobago,05/01/1997,17460
Chile,05/01/1997,30508
Japan,05/01/1997,1193271
New Zealand,05/01/1997,47140
El Salvador,05/01/1997,25547
Spain,05/01/1997,112247
Antilles,05/01/1997,46802
Germany,05/01/1997,613654
Panama,05/01/1997,37629
Mexico,05/01/1997,875102
United Kingdom,05/01/1997,1236750
Brazil,05/01/1997,205410
Hong Kong,05/01/1997,114854
Ireland,05/01/1997,89122
Italy,05/01/1997,186464
Philippines,05/01/1997,56751
Peru,05/01/1997,53565
Taiwan,05/01/1997,181773
Canada,05/01/1997,1237168
Bahamas,05/01/1997,118967
Aruba,05/01/1997,51932
Honduras,05/01/1997,24830
Netherlands,05/01/1997,337044
Dominican Republic,05/01/1997,161725
Guatemala,05/01/1997,61371
Jamaica,05/01/1997,160710
Costa Rica,05/01/1997,43771
Colombia,05/01/1997,78267
Belgium,05/01/1997,87028
Denmark,05/01/1997,38931
Argentina,05/01/1997,69181
Atlantic Ocean,05/01/1997,90751
Australia,05/01/1997,81563
South Korea,05/01/1997,299087
Russia,05/01/1997,29241
Haiti,05/01/1997,39261
Ecuador,05/01/1997,34301
Venezuela,05/01/1997,94910
China,05/01/1997,26994
Cayman Islands,05/01/1997,51834
Israel,05/01/1997,53263
Turkey,05/01/1997,24415
Switzerland,05/01/1997,144469
Israel,04/01/1997,45171
Haiti,04/01/1997,41591
Antilles,04/01/1997,51876
Japan,04/01/1997,1074442
Spain,04/01/1997,104708
Italy,04/01/1997,147396
United Kingdom,04/01/1997,1104486
Hong Kong,04/01/1997,109899
Panama,04/01/1997,34488
Jamaica,04/01/1997,173324
Chile,04/01/1997,26545
Costa Rica,04/01/1997,51031
Netherlands,04/01/1997,282591
Ecuador,04/01/1997,38955
Bahamas,04/01/1997,129889
France,04/01/1997,357759
Switzerland,04/01/1997,120390
Aruba,04/01/1997,55402
China,04/01/1997,22720
Cayman Islands,04/01/1997,59392
Atlantic Ocean,04/01/1997,72901
Guatemala,04/01/1997,60429
Taiwan,04/01/1997,155597
Trinidad and Tobago,04/01/1997,19809
Denmark,04/01/1997,31246
Venezuela,04/01/1997,88932
Germany,04/01/1997,542586
Russia,04/01/1997,23480
Honduras,04/01/1997,23678
Turkey,04/01/1997,10174
Australia,04/01/1997,81293
Brazil,04/01/1997,181498
New Zealand,04/01/1997,52108
El Salvador,04/01/1997,26323
Canada,04/01/1997,1200234
Dominican Republic,04/01/1997,177683
Philippines,04/01/1997,54736
Argentina,04/01/1997,67762
Colombia,04/01/1997,74099
Peru,04/01/1997,50772
Belgium,04/01/1997,72398
South Korea,04/01/1997,243575
Mexico,04/01/1997,924173
Ireland,04/01/1997,62173
Iceland,04/01/1997,27361
Haiti,03/01/1997,44800
Panama,03/01/1997,45598
Jamaica,03/01/1997,187976
Japan,03/01/1997,1277186
Honduras,03/01/1997,30361
Ecuador,03/01/1997,48098
Argentina,03/01/1997,83923
Israel,03/01/1997,56277
China,03/01/1997,18933
Dominican Republic,03/01/1997,194515
Philippines,03/01/1997,49243
Bahamas,03/01/1997,151507
Brazil,03/01/1997,199395
Ireland,03/01/1997,59994
Mexico,03/01/1997,1049204
El Salvador,03/01/1997,31608
Germany,03/01/1997,527607
Switzerland,03/01/1997,122725
Antilles,03/01/1997,63292
Netherlands,03/01/1997,279336
South Korea,03/01/1997,238857
Guatemala,03/01/1997,69094
Denmark,03/01/1997,32240
Costa Rica,03/01/1997,68689
Venezuela,03/01/1997,93500
Aruba,03/01/1997,61601
Canada,03/01/1997,1376853
Australia,03/01/1997,91427
Atlantic Ocean,03/01/1997,55361
Spain,03/01/1997,111877
Cayman Islands,03/01/1997,74514
Taiwan,03/01/1997,152968
France,03/01/1997,343311
Iceland,03/01/1997,31410
Turkey,03/01/1997,9385
Russia,03/01/1997,22375
Hong Kong,03/01/1997,117475
Belgium,03/01/1997,73535
New Zealand,03/01/1997,61941
Peru,03/01/1997,65208
Chile,03/01/1997,34168
Italy,03/01/1997,145928
Trinidad and Tobago,03/01/1997,18607
United Kingdom,03/01/1997,1108464
Colombia,03/01/1997,85547
South Korea,02/01/1997,231541
Jamaica,02/01/1997,136784
Russia,02/01/1997,16974
Switzerland,02/01/1997,89878
Hong Kong,02/01/1997,99784
Taiwan,02/01/1997,168989
Trinidad and Tobago,02/01/1997,22657
Ireland,02/01/1997,44705
Denmark,02/01/1997,24506
Aruba,02/01/1997,54875
Canada,02/01/1997,1180083
China,02/01/1997,15315
New Zealand,02/01/1997,59719
Netherlands,02/01/1997,200975
Haiti,02/01/1997,36932
Antilles,02/01/1997,57672
Spain,02/01/1997,78428
Guatemala,02/01/1997,57780
Dominican Republic,02/01/1997,153332
Argentina,02/01/1997,85887
El Salvador,02/01/1997,24751
Colombia,02/01/1997,71133
Iceland,02/01/1997,21287
Chile,02/01/1997,43135
Costa Rica,02/01/1997,62830
Cayman Islands,02/01/1997,58805
Brazil,02/01/1997,211684
United Arab Emirates,02/01/1997,828
Australia,02/01/1997,80379
Honduras,02/01/1997,24462
Turkey,02/01/1997,7558
France,02/01/1997,239729
Belgium,02/01/1997,52621
Japan,02/01/1997,1111295
Peru,02/01/1997,60251
Atlantic Ocean,02/01/1997,35322
Mexico,02/01/1997,901791
Israel,02/01/1997,53308
Italy,02/01/1997,98877
United Kingdom,02/01/1997,779994
Bahamas,02/01/1997,99298
Philippines,02/01/1997,43074
Venezuela,02/01/1997,79979
Ecuador,02/01/1997,37492
Germany,02/01/1997,380971
Panama,02/01/1997,46291
Italy,01/01/1997,119683
France,01/01/1997,257106
Belgium,01/01/1997,64686
Antilles,01/01/1997,60761
Jamaica,01/01/1997,168357
Denmark,01/01/1997,25541
Venezuela,01/01/1997,115871
Panama,01/01/1997,50612
South Korea,01/01/1997,302030
Peru,01/01/1997,69556
Ecuador,01/01/1997,41100
Aruba,01/01/1997,59944
Argentina,01/01/1997,89146
Bahamas,01/01/1997,106763
El Salvador,01/01/1997,44316
United Arab Emirates,01/01/1997,1066
Haiti,01/01/1997,44800
China,01/01/1997,16110
United Kingdom,01/01/1997,865163
Switzerland,01/01/1997,97505
Atlantic Ocean,01/01/1997,34868
Turkey,01/01/1997,9656
Honduras,01/01/1997,29719
Costa Rica,01/01/1997,77957
Canada,01/01/1997,1161344
Australia,01/01/1997,102853
Ireland,01/01/1997,49437
Dominican Republic,01/01/1997,191457
Chile,01/01/1997,48890
Hong Kong,01/01/1997,119692
Taiwan,01/01/1997,180065
Trinidad and Tobago,01/01/1997,23172
Spain,01/01/1997,90072
Israel,01/01/1997,59611
Colombia,01/01/1997,108208
New Zealand,01/01/1997,72978
Mexico,01/01/1997,1004289
Netherlands,01/01/1997,225670
Guatemala,01/01/1997,66193
Cayman Islands,01/01/1997,57092
Japan,01/01/1997,1171988
Brazil,01/01/1997,274353
Iceland,01/01/1997,29487
Russia,01/01/1997,23040
Philippines,01/01/1997,53825
Germany,01/01/1997,440097
China,12/01/1996,20354
Brazil,12/01/1996,236731
Turkey,12/01/1996,9259
Netherlands,12/01/1996,233136
South Korea,12/01/1996,282081
Chile,12/01/1996,34070
Aruba,12/01/1996,55927
Russia,12/01/1996,26040
United Kingdom,12/01/1996,937868
Taiwan,12/01/1996,173198
Ecuador,12/01/1996,37334
Italy,12/01/1996,118721
United Arab Emirates,12/01/1996,1612
Spain,12/01/1996,91849
Costa Rica,12/01/1996,72811
Japan,12/01/1996,1171289
Guatemala,12/01/1996,68691
Canada,12/01/1996,1092008
New Zealand,12/01/1996,64694
Germany,12/01/1996,458307
France,12/01/1996,262307
Argentina,12/01/1996,75298
Mexico,12/01/1996,976391
Dominican Republic,12/01/1996,184562
Denmark,12/01/1996,25924
Honduras,12/01/1996,28657
Iceland,12/01/1996,25476
Ireland,12/01/1996,45806
Panama,12/01/1996,44545
Belgium,12/01/1996,64455
Cayman Islands,12/01/1996,59201
Philippines,12/01/1996,49307
Colombia,12/01/1996,103832
Venezuela,12/01/1996,108371
Peru,12/01/1996,61610
Atlantic Ocean,12/01/1996,44477
Haiti,12/01/1996,51107
Switzerland,12/01/1996,105640
Hong Kong,12/01/1996,111269
Antilles,12/01/1996,55826
Israel,12/01/1996,63482
El Salvador,12/01/1996,44673
Trinidad and Tobago,12/01/1996,22948
Australia,12/01/1996,95663
Bahamas,12/01/1996,120968
Jamaica,12/01/1996,190531
Argentina,11/01/1996,70538
United Kingdom,11/01/1996,952680
Ireland,11/01/1996,92450
Australia,11/01/1996,84671
Cayman Islands,11/01/1996,55843
Brazil,11/01/1996,187478
Colombia,11/01/1996,72138
China,11/01/1996,20403
Taiwan,11/01/1996,147641
Belgium,11/01/1996,63620
Atlantic Ocean,11/01/1996,58615
Mexico,11/01/1996,849415
Guatemala,11/01/1996,66459
Venezuela,11/01/1996,101825
Honduras,11/01/1996,21792
Turkey,11/01/1996,9464
Ecuador,11/01/1996,30432
Israel,11/01/1996,58963
Italy,11/01/1996,128313
New Zealand,11/01/1996,54343
France,11/01/1996,276862
Dominican Republic,11/01/1996,152120
Haiti,11/01/1996,33919
Philippines,11/01/1996,40110
Antilles,11/01/1996,49960
Aruba,11/01/1996,60972
Netherlands,11/01/1996,230938
Chile,11/01/1996,30644
Hong Kong,11/01/1996,109146
Canada,11/01/1996,1018436
Denmark,11/01/1996,29141
Switzerland,11/01/1996,105086
Iceland,11/01/1996,22009
Jamaica,11/01/1996,150844
United Arab Emirates,11/01/1996,1034
Japan,11/01/1996,1107618
Trinidad and Tobago,11/01/1996,15305
Spain,11/01/1996,91266
El Salvador,11/01/1996,34823
Russia,11/01/1996,22968
Bahamas,11/01/1996,100898
Costa Rica,11/01/1996,49356
South Korea,11/01/1996,257169
Germany,11/01/1996,470083
Panama,11/01/1996,30873
Peru,11/01/1996,48370
Ireland,10/01/1996,66345
China,10/01/1996,20911
Ecuador,10/01/1996,31868
Israel,10/01/1996,72860
Colombia,10/01/1996,64161
United Arab Emirates,10/01/1996,178
Costa Rica,10/01/1996,40805
United Kingdom,10/01/1996,1172346
Peru,10/01/1996,51961
El Salvador,10/01/1996,24158
South Korea,10/01/1996,256235
Honduras,10/01/1996,19907
Antilles,10/01/1996,38291
New Zealand,10/01/1996,52211
Switzerland,10/01/1996,140996
Russia,10/01/1996,25006
Belgium,10/01/1996,77002
Japan,10/01/1996,1120922
Venezuela,10/01/1996,102678
Atlantic Ocean,10/01/1996,74625
Denmark,10/01/1996,40963
Brazil,10/01/1996,215794
Dominican Republic,10/01/1996,141225
Turkey,10/01/1996,12176
Panama,10/01/1996,31475
Netherlands,10/01/1996,283843
Australia,10/01/1996,99424
Guatemala,10/01/1996,58305
Haiti,10/01/1996,36549
Philippines,10/01/1996,39127
Italy,10/01/1996,188380
Germany,10/01/1996,569408
Iceland,10/01/1996,29339
Chile,10/01/1996,28334
Bahamas,10/01/1996,85555
France,10/01/1996,371755
Aruba,10/01/1996,57587
Jamaica,10/01/1996,136540
Hong Kong,10/01/1996,112859
Canada,10/01/1996,1178129
Argentina,10/01/1996,74558
Cayman Islands,10/01/1996,45649
Spain,10/01/1996,114218
Trinidad and Tobago,10/01/1996,14415
Taiwan,10/01/1996,153499
Mexico,10/01/1996,761049
Antilles,09/01/1996,29402
United Kingdom,09/01/1996,1215529
El Salvador,09/01/1996,26251
Australia,09/01/1996,92292
Guatemala,09/01/1996,54813
Cayman Islands,09/01/1996,35205
Aruba,09/01/1996,46976
Brazil,09/01/1996,192538
Ecuador,09/01/1996,41723
Atlantic Ocean,09/01/1996,70721
Switzerland,09/01/1996,143090
Netherlands,09/01/1996,293406
Italy,09/01/1996,201076
Spain,09/01/1996,108558
Costa Rica,09/01/1996,37153
Canada,09/01/1996,1198536
Ireland,09/01/1996,100106
Turkey,09/01/1996,13350
Argentina,09/01/1996,72975
Peru,09/01/1996,52097
Colombia,09/01/1996,68077
South Korea,09/01/1996,243723
New Zealand,09/01/1996,58215
Philippines,09/01/1996,37792
Taiwan,09/01/1996,159789
Japan,09/01/1996,1292548
Trinidad and Tobago,09/01/1996,18780
Venezuela,09/01/1996,127059
Israel,09/01/1996,72538
China,09/01/1996,21377
Belgium,09/01/1996,74485
Iceland,09/01/1996,28378
Honduras,09/01/1996,20849
Dominican Republic,09/01/1996,155753
Panama,09/01/1996,33159
France,09/01/1996,399672
Denmark,09/01/1996,45233
Chile,09/01/1996,30273
Jamaica,09/01/1996,137751
Russia,09/01/1996,28039
Hong Kong,09/01/1996,105568
Germany,09/01/1996,589833
Haiti,09/01/1996,45712
Bahamas,09/01/1996,69675
Mexico,09/01/1996,672135
Russia,08/01/1996,39514
Iceland,08/01/1996,29219
United Kingdom,08/01/1996,1300030
Atlantic Ocean,08/01/1996,92250
